UserID,Date,Category,Description,Amount
59,2025-05-26,Transport,Various brother now like remember determine.,157.4
59,2025-01-05,Dining,Everybody member or about these our.,367.4
59,2025-03-22,Dining,Court finally article opportunity discussion.,174.09
60,2025-07-25,Groceries,Business blood way position.,415.85
60,2025-05-08,Dining,Expert very according history return behavior.,138.3
60,2025-05-12,Dining,Visit method enough whom wife.,426.52
60,2025-07-28,Education,Owner someone like where.,349.88
60,2024-11-09,Utilities,Note federal make.,26.92
60,2025-04-13,Miscellaneous,Once some five for responsibility anything throw.,297.83
60,2025-02-24,Groceries,Hair with system tonight meet simple.,384.37
60,2025-02-18,Dining,Above store go important whatever person while.,147.63
60,2025-03-15,Education,Game become television expect month else.,466.34
60,2024-11-01,Healthcare,Many democratic board early.,305.55
60,2025-06-19,Education,Add light test think loss address.,136.08
60,2025-01-23,Clothing,Science tough friend leg water skill.,360.79
60,2025-05-24,Rent,He right charge voice miss guess.,100.36
60,2025-05-29,Miscellaneous,Floor position third president we ball through.,200.0
60,2025-03-08,Clothing,To particular about not activity sound such.,469.23
60,2025-03-25,Rent,Country option customer despite teacher seem.,124.08
60,2024-12-02,Clothing,Baby yet foreign threat exactly fly citizen.,39.99
60,2024-09-17,Clothing,Knowledge crime expect thing determine.,219.77
60,2024-10-22,Transport,Pay partner without believe policy.,76.65
60,2024-12-25,Entertainment,Child throughout else.,423.5
60,2025-04-21,Clothing,Unit try war usually produce dinner clear.,161.25
60,2025-07-16,Rent,Body month feeling section gas physical.,448.6
60,2025-01-18,Groceries,Two attack capital house century whose.,496.0
60,2025-08-30,Utilities,Approach seat skill eight difference police up.,252.36
60,2025-06-13,Education,Condition through maybe ok important.,367.83
60,2025-05-29,Groceries,Democratic energy such office speech near.,177.48
60,2025-03-19,Transport,Seat concern mention often investment.,187.15
60,2024-12-23,Dining,Entire exactly people free.,8.74
60,2025-09-04,Transport,Argue site nearly executive.,276.53
60,2025-02-23,Healthcare,Serious rest majority foreign chair ever explain.,369.17
61,2025-03-07,Dining,Listen along wife ever dog which.,229.23
61,2024-10-16,Dining,Reach shake truth boy guess.,217.4
61,2024-10-09,Education,Born because speech hold break in institution traditional.,241.33
61,2025-05-08,Utilities,Defense full movement.,348.44
61,2025-01-04,Clothing,Number special thus air.,290.98
61,2025-07-29,Dining,Adult financial capital.,229.81
61,2025-02-15,Healthcare,Any may southern analysis decide want act.,146.27
61,2024-12-23,Groceries,Pay must effect left individual.,309.17
61,2025-05-11,Dining,Mother open eye gun mean form paper.,281.69
61,2025-01-24,Groceries,Many feeling along nature significant.,82.18
61,2024-11-27,Healthcare,Recently dark spring.,244.81
61,2024-10-30,Dining,Response trial not check.,54.04
61,2025-01-12,Miscellaneous,Hospital carry physical brother short south.,483.79
61,2025-05-11,Dining,Night morning particular speak magazine.,409.39
61,2025-01-10,Transport,His pay magazine simply station stop.,407.94
61,2025-04-21,Clothing,Treatment purpose small second name try deal cause.,215.47
61,2025-04-17,Groceries,Language between guess movie determine.,466.5
61,2025-01-28,Education,Health card woman agreement trade part company.,474.45
61,2025-07-28,Education,Most however huge space vote dream.,129.42
61,2024-09-27,Rent,Play fast him traditional.,262.14
61,2025-05-11,Education,After training if conference design benefit company.,164.91
61,2025-09-01,Transport,Science two hard.,169.97
61,2024-12-27,Utilities,Official they court his physical.,305.52
61,2024-11-06,Utilities,Authority accept really raise report common west.,131.78
61,2025-05-30,Utilities,Way meeting activity newspaper four weight seem.,127.22
62,2025-08-17,Rent,Spring least record production.,368.83
62,2025-03-09,Healthcare,Question explain strategy instead Democrat outside return.,216.68
62,2025-08-12,Entertainment,Student dog detail amount control lay until theory.,184.19
62,2025-04-19,Dining,Lot specific lawyer direction almost market.,467.06
62,2024-10-06,Entertainment,Attorney possible child Republican Republican.,185.37
62,2025-07-20,Entertainment,Particularly clear use very.,187.98
62,2025-03-20,Dining,On name yes health whole game ready.,349.02
62,2024-09-13,Rent,Most the teach itself past.,179.91
62,2025-04-28,Dining,Take matter sure sit age on sea.,390.39
62,2025-07-29,Utilities,Federal song factor performance couple appear dinner.,438.69
62,2025-02-21,Education,Year reach other after.,218.12
62,2024-10-25,Education,Whom whole take run peace.,480.28
62,2025-02-17,Dining,Very necessary deal then material difference game.,253.88
62,2025-06-09,Education,Paper second eat though speak of role.,121.34
62,2025-06-30,Rent,Just green discussion voice late away.,70.9
62,2024-10-11,Healthcare,Attention risk drop some lot pull.,459.68
63,2024-12-01,Transport,Manage responsibility yeah case order occur.,198.65
63,2025-05-18,Education,News enter continue candidate practice.,480.47
63,2024-11-13,Education,Speech notice operation politics center.,275.05
63,2024-12-26,Education,Rock teach but.,25.97
63,2025-07-11,Groceries,Education onto probably business.,281.94
63,2025-05-12,Healthcare,Will several able hope light very.,392.69
63,2025-06-04,Groceries,Standard TV down relationship assume vote.,410.47
63,2025-07-03,Entertainment,His with build employee kid story week yeah.,412.34
63,2025-08-28,Education,Establish people under whose.,141.04
63,2024-10-27,Groceries,Military out candidate when.,451.75
63,2025-04-19,Miscellaneous,Mother seem pick environment yeah across finally though.,170.32
63,2024-10-16,Miscellaneous,Public chair enter successful general then suffer.,471.61
63,2025-04-23,Rent,Which sort structure condition police.,274.5
63,2025-07-16,Miscellaneous,Nature wrong clearly.,429.37
63,2025-08-05,Clothing,Enjoy fish once might should.,286.36
63,2025-03-04,Utilities,Deep great management hear lose.,468.24
63,2025-09-02,Entertainment,Capital particularly sea trade.,115.18
63,2025-01-07,Clothing,Feeling debate serve goal human.,301.21
64,2025-01-16,Clothing,Up picture stand lot sport public detail.,370.94
64,2025-03-23,Miscellaneous,Speak maybe professional describe black total customer.,405.58
64,2025-03-11,Clothing,Television which letter think.,19.69
64,2024-10-19,Clothing,News likely theory continue company hit.,202.91
64,2025-07-08,Education,Begin south summer young arrive reason look tend.,282.15
64,2025-01-12,Groceries,Friend can actually form effort effect.,393.41
64,2025-04-17,Rent,Suffer husband most candidate person.,473.56
64,2025-02-24,Miscellaneous,Environmental talk energy seat people energy.,150.29
64,2025-04-17,Miscellaneous,Modern deep me small personal.,331.42
64,2024-12-04,Dining,Light unit despite policy south ball.,126.32
64,2025-02-24,Education,Performance action radio local above.,60.88
64,2024-11-12,Dining,Thought wrong community natural base store.,13.61
64,2024-11-06,Education,Morning heart prevent film.,104.24
64,2024-10-25,Entertainment,Language land various life find.,378.14
64,2025-01-24,Entertainment,More computer light hair.,132.57
64,2025-06-25,Clothing,Remain source star present either pretty test.,469.77
64,2024-12-17,Transport,Society get piece action.,89.85
64,2024-09-11,Rent,His none government property good sort.,130.62
64,2024-12-03,Clothing,Establish ball pressure mind kitchen trial.,325.34
64,2025-01-26,Healthcare,Break need else the where able we.,114.96
64,2024-10-06,Education,Consider reason process major.,227.57
64,2025-06-19,Entertainment,Explain conference national local most door.,421.72
64,2024-10-30,Transport,Administration without property step tonight far move line.,459.48
64,2025-07-21,Dining,Suffer sort billion election bring style of pull.,478.5
64,2024-12-31,Transport,High trip especially ready smile affect think.,332.07
64,2024-10-12,Rent,Benefit out space scientist.,212.06
64,2024-10-01,Clothing,Political life number guess Mrs.,367.61
64,2025-07-25,Clothing,Class Congress same far.,15.46
65,2025-03-05,Miscellaneous,Human before resource hotel central.,137.41
65,2025-08-14,Clothing,Science tend film probably story improve among.,499.29
65,2024-12-07,Education,When become thank everyone pay woman from mean.,190.43
65,2025-05-26,Transport,Marriage will woman join in to.,20.44
65,2024-12-21,Groceries,Also help federal science into find.,194.55
65,2025-04-24,Healthcare,Reveal language public third first.,451.82
65,2025-08-02,Miscellaneous,Between ground number generation those factor.,105.73
65,2025-05-16,Education,Although drive someone standard successful else.,266.09
65,2025-06-03,Miscellaneous,Treat member thing energy nice name.,444.73
65,2025-03-23,Entertainment,Piece look operation available suffer heart.,91.95
65,2025-07-14,Groceries,Yeah civil message.,154.65
65,2025-08-13,Rent,Charge apply only with sit of inside.,207.26
65,2025-07-01,Dining,Bill half article fly important identify deep.,362.72
65,2024-09-26,Rent,Watch prevent gun apply.,231.14
66,2024-11-18,Dining,Amount right reason center case.,362.88
66,2025-08-15,Entertainment,Place service face policy.,187.99
66,2024-11-19,Utilities,Entire speech quality thus radio good administration travel.,371.1
66,2024-09-26,Entertainment,Man truth shake score lead.,388.81
66,2024-11-11,Transport,There away owner behavior act five.,279.46
66,2025-05-14,Miscellaneous,Point all travel century matter before.,59.77
66,2025-04-14,Clothing,Pretty improve indeed nice.,53.41
66,2025-03-05,Groceries,Maintain they oil ball well trouble dog.,273.23
66,2024-09-12,Utilities,Left free happy culture anyone risk.,270.41
66,2025-01-13,Groceries,Herself happy church then concern.,113.06
66,2025-05-01,Dining,Billion attorney floor let.,72.13
66,2025-06-26,Education,Grow successful suggest partner class it vote.,392.38
66,2025-05-15,Healthcare,Degree day sell guy speak treat.,178.29
66,2025-07-13,Transport,No brother southern say generation room like.,98.56
66,2025-04-14,Education,Former far position down report.,162.79
66,2025-05-12,Rent,Who prevent girl.,413.81
66,2025-01-31,Dining,Tell consumer same agree can husband game.,81.28
66,2025-01-18,Transport,Two painting second close.,481.76
67,2025-05-26,Clothing,Enough skin reach fall top forget.,177.62
67,2025-05-04,Clothing,Measure parent million art month girl much.,244.82
67,2025-01-16,Groceries,Actually within easy kitchen over never language politics.,187.9
67,2024-09-24,Rent,Operation action activity.,422.16
67,2025-02-23,Entertainment,Down image financial tend himself real decade.,330.29
67,2025-04-07,Dining,Political treat network gun name leave stock.,88.51
67,2024-12-01,Groceries,Himself three you series.,399.34
67,2025-09-10,Education,Various service less quality crime.,18.37
67,2024-12-07,Healthcare,Something answer staff.,82.89
67,2024-09-28,Education,Her majority they father list night knowledge.,403.77
67,2024-11-07,Education,Low half realize pattern deal property cost create.,254.99
67,2025-06-30,Miscellaneous,Medical half window tonight.,48.03
67,2025-04-27,Groceries,Culture could style face.,335.93
67,2024-10-05,Education,Gun and new training show Mr.,462.5
67,2025-05-15,Education,Spring usually someone.,332.18
67,2024-11-19,Rent,Star thus own population prove seat.,166.75
67,2025-05-11,Transport,Hear bank manager personal join suggest church.,25.98
67,2025-04-26,Rent,Play write president collection.,101.09
67,2025-07-03,Groceries,At wide back well choose.,407.64
67,2025-06-19,Entertainment,Name rule yourself night stage.,129.49
67,2025-02-17,Transport,Republican crime close summer.,42.23
67,2025-04-22,Utilities,Do employee work our Congress official.,268.67
67,2025-04-23,Utilities,So candidate drug consumer.,97.35
67,2024-12-31,Rent,Another least middle film.,271.03
67,2025-07-29,Clothing,Determine you present.,49.23
68,2025-07-25,Dining,Hit book final foreign instead research kind.,248.07
68,2024-11-28,Transport,Season single relate boy.,43.37
68,2025-03-06,Clothing,Social order scientist oil.,105.35
68,2024-12-24,Groceries,Continue sense management.,475.67
68,2025-06-28,Transport,Organization room her with morning eat size.,62.28
68,2025-04-05,Dining,Beyond success us energy student adult.,465.77
68,2025-04-27,Education,Friend tree agent bring able hair big.,398.73
68,2024-12-17,Entertainment,Decide drug trade fact.,199.42
68,2025-06-09,Entertainment,Who today one our.,129.7
68,2025-04-16,Dining,Fly should population everything coach same.,75.46
68,2025-03-18,Groceries,Any send center sure several.,172.8
68,2025-01-30,Entertainment,Thus mean whole subject.,454.29
68,2025-02-07,Dining,Race sometimes itself general.,480.82
68,2025-09-05,Healthcare,Lawyer various which civil look.,461.49
68,2025-02-28,Clothing,Nor organization remain soldier discussion want explain.,251.42
68,2025-02-25,Clothing,Represent help available century about onto.,122.59
68,2025-01-13,Miscellaneous,Foreign off after what.,119.33
68,2025-07-09,Rent,Check where west say relationship skill word.,420.99
69,2025-07-20,Entertainment,Drive station than sometimes husband information.,143.35
69,2025-01-02,Entertainment,Stuff throughout word lot view animal.,216.23
69,2025-05-26,Entertainment,Project energy expect thing clear view risk.,404.78
69,2025-05-17,Groceries,Other box environment support.,471.36
69,2024-12-23,Utilities,Near evidence between this however history.,179.93
69,2025-06-10,Transport,Economy west politics partner strategy second.,124.64
69,2024-11-20,Education,Style indicate language apply section lose none.,22.54
69,2024-11-21,Transport,Spend rest local conference.,301.82
69,2024-09-25,Entertainment,Why stock recent line lay.,227.66
69,2024-11-13,Education,Fund trip others unit price fish.,187.2
69,2025-02-03,Miscellaneous,Play option party give down seem.,37.43
69,2024-11-07,Groceries,Step major throw remember performance stage.,400.1
69,2025-04-20,Clothing,Truth live party choose will positive.,207.78
69,2025-04-10,Utilities,American left argue data.,60.32
69,2025-08-03,Transport,Along though performance six.,124.04
69,2024-10-31,Dining,Century serve charge think there.,31.67
69,2025-03-12,Clothing,Easy art ability law.,46.99
69,2025-01-23,Clothing,Reach himself special within computer above these.,70.93
69,2025-06-24,Rent,Relationship simply leave particular on Democrat begin.,366.34
69,2025-08-23,Miscellaneous,Result represent guy.,166.19
69,2025-02-14,Entertainment,Manage defense no nor support.,431.69
69,2025-09-05,Utilities,Above wonder property expert husband campaign less.,125.59
69,2024-09-21,Entertainment,Mission against put meet history.,391.09
69,2025-07-30,Entertainment,Wife according social hotel gun game.,153.06
69,2024-10-22,Entertainment,Maybe research respond population somebody measure opportunity.,273.33
69,2025-07-14,Utilities,Care top hotel describe your.,226.36
70,2025-08-02,Transport,Almost yet enough answer draw.,441.01
70,2024-11-03,Utilities,Also mouth condition action behind fear nice.,452.22
70,2025-08-27,Entertainment,Leave toward new hospital window.,264.01
70,2024-10-19,Utilities,Responsibility art market page exist impact single professor.,372.51
70,2025-08-22,Healthcare,Attention ability deal imagine partner.,479.46
70,2024-11-11,Clothing,Maintain particularly room.,167.75
70,2025-06-16,Healthcare,Change issue else art kitchen dinner certain speak.,202.82
70,2025-05-29,Rent,Design them bank product least beyond.,93.09
70,2025-03-31,Miscellaneous,Per scene only future.,191.95
70,2024-12-25,Clothing,Wonder large sing development dinner.,436.39
71,2024-12-13,Entertainment,Cost road defense one question anything child entire.,15.83
71,2025-03-31,Dining,Most effort government thus able town.,350.93
71,2025-02-03,Rent,Finish method view the chair reason.,312.4
71,2025-04-22,Rent,Author morning quickly people research goal evening.,311.08
71,2025-08-03,Entertainment,Line interest trouble inside purpose she size.,274.93
71,2025-08-10,Rent,Eight police newspaper attorney hand south it.,287.22
71,2025-08-05,Entertainment,Yourself well win evening recognize.,78.62
71,2024-11-11,Entertainment,Republican scene new ready campaign.,254.72
71,2024-11-17,Dining,Short go whose.,316.95
71,2024-09-26,Dining,Fly specific respond support our prevent art where.,319.87
71,2025-01-01,Transport,Free tough few view of want.,496.6
71,2025-08-24,Utilities,Teach its food pressure grow.,240.48
71,2024-10-16,Dining,Authority walk church.,225.38
71,2025-06-03,Groceries,Detail seem manager course.,214.48
71,2025-04-24,Dining,North ready rule billion action pull lay guy.,32.73
71,2025-01-13,Healthcare,Field option color look sure.,432.7
71,2025-02-08,Entertainment,Parent guy pattern former law this hear.,469.18
71,2025-07-05,Transport,Must majority suddenly international though thus.,386.64
71,2025-06-01,Clothing,Little life social game goal whether role.,369.67
72,2024-10-22,Rent,Consumer turn myself out.,415.5
72,2024-09-13,Rent,Operation catch Congress director shake.,375.83
72,2025-02-02,Entertainment,Campaign reach right.,18.67
72,2025-08-08,Entertainment,Them event late opportunity state five.,112.06
72,2025-03-31,Utilities,Standard figure share cover control marriage policy.,137.51
72,2025-03-23,Dining,Maintain himself choose story number individual.,131.9
72,2024-11-07,Transport,Manage cold bring.,318.82
72,2024-11-28,Education,Memory response catch bad recently.,356.51
72,2025-07-14,Miscellaneous,Actually room look find audience.,319.73
72,2025-04-21,Rent,Positive may form right new any car manager.,429.42
72,2024-11-04,Rent,Change few soldier listen become grow.,420.11
73,2024-12-30,Miscellaneous,Us section whole common.,285.0
73,2025-06-11,Entertainment,Enjoy care southern crime.,333.4
73,2025-05-21,Dining,How share deal modern others yeah.,244.9
73,2024-10-12,Miscellaneous,Fish range hospital economic.,382.39
73,2025-04-01,Dining,Some major would candidate yourself teach.,249.54
73,2025-05-24,Healthcare,Alone read bill level.,201.34
73,2025-09-06,Transport,Company student collection move return.,152.03
73,2025-06-29,Miscellaneous,Under suffer often process.,244.48
73,2024-09-19,Dining,Large food man author.,165.93
73,2025-04-03,Healthcare,North until development those knowledge business dog use.,397.5
73,2025-01-23,Utilities,Instead game world game section.,183.52
73,2024-11-09,Entertainment,Gun gun tell candidate.,322.58
73,2024-09-28,Entertainment,There lawyer happy in.,417.69
73,2025-06-20,Healthcare,Pull tax bed research finish open act.,436.67
73,2025-03-08,Transport,Themselves every maintain education believe seat evidence.,18.26
73,2024-12-23,Utilities,Film be have thank surface.,170.56
73,2024-10-04,Dining,Force police person its agent.,191.96
73,2024-12-30,Education,Fall sport subject itself point into.,66.33
73,2025-05-09,Transport,Get exactly summer another really.,407.45
73,2025-09-02,Education,Gun someone simply light several best term.,449.8
73,2025-03-26,Healthcare,Our computer movie paper they very news.,323.35
73,2025-04-01,Education,At state suffer concern ten.,431.5
73,2024-09-15,Utilities,My public meeting budget machine.,196.43
73,2025-07-28,Rent,Help I first growth they.,36.63
73,2024-11-28,Clothing,Politics option station interest.,75.21
73,2025-03-21,Dining,Win indicate six realize policy skill table.,70.71
73,2025-08-31,Healthcare,Wide month wind worker painting.,384.67
73,2024-12-02,Rent,Week there product push quite night government quality.,296.1
73,2025-04-21,Healthcare,And president everyone keep chance.,158.07
74,2025-08-01,Transport,Nation theory sound attack care former.,221.21
74,2025-04-07,Groceries,Foreign public reveal amount give organization.,436.0
74,2025-05-11,Miscellaneous,Ball require for perhaps coach.,277.04
74,2025-02-23,Groceries,Yard town various name.,268.84
74,2024-11-26,Transport,Reality gun pull Democrat.,112.57
74,2025-01-10,Utilities,Any always show build avoid.,467.25
74,2025-05-15,Dining,Imagine capital than chance mind first kid attorney.,366.6
74,2025-02-09,Miscellaneous,At player far professor can read challenge.,448.88
74,2024-11-16,Rent,Resource drive peace.,44.58
74,2024-10-01,Transport,Among follow happy message building information.,358.3
74,2024-11-21,Dining,Step upon stage action argue news.,19.59
74,2024-11-10,Miscellaneous,Sometimes data push future woman.,141.32
74,2025-01-17,Dining,Wish project full.,497.44
74,2025-09-01,Clothing,Eat across one rather young try.,363.08
74,2025-06-22,Groceries,Both support sea role hundred.,448.85
74,2025-08-14,Groceries,Line involve right statement.,441.03
74,2024-10-11,Rent,Collection condition piece morning.,392.77
74,2025-07-15,Utilities,Staff particular debate note rest affect sea.,373.75
74,2024-11-25,Transport,Then course strategy reveal ground what speak.,230.47
74,2024-09-13,Dining,Beautiful eat people.,181.09
74,2025-01-04,Rent,Clearly too prove turn general page near.,29.93
75,2025-01-22,Dining,Compare fly add officer father audience customer.,148.39
75,2025-06-27,Dining,Focus first follow health ever.,136.71
75,2024-12-20,Education,A another field which card gas.,428.4
75,2025-09-05,Healthcare,Hold store care.,463.12
75,2025-04-04,Miscellaneous,Travel two according deep some effect.,254.66
75,2024-12-26,Utilities,Industry fly word song relate someone experience.,89.71
75,2025-08-31,Miscellaneous,Amount specific husband final occur she.,371.31
75,2024-11-13,Groceries,War attack growth house.,117.44
75,2025-06-23,Miscellaneous,Along lay politics mother.,122.22
75,2024-11-29,Clothing,Less change certain threat serve feeling.,337.12
75,2024-11-18,Groceries,Understand small wind accept high another.,199.28
75,2024-12-23,Utilities,Base require more because.,26.28
75,2024-10-20,Transport,Type run kind another.,453.98
75,2025-02-18,Rent,Buy item magazine air.,355.21
75,2025-07-19,Entertainment,See woman car reveal special red.,32.01
75,2025-06-18,Dining,Space them would speech.,389.98
75,2025-05-17,Entertainment,Himself wait issue ahead professional as wide.,232.65
75,2025-06-25,Clothing,Carry bad ever movie two small commercial off.,81.37
76,2025-07-31,Miscellaneous,Want suggest shake on official pretty support.,454.04
76,2024-09-19,Utilities,Debate natural fast.,335.78
76,2025-07-15,Rent,Drop measure professional decision dark moment gas.,493.91
76,2025-06-30,Healthcare,Thought certainly little occur establish adult.,54.52
76,2025-08-29,Clothing,Loss must according author phone leave opportunity.,341.12
76,2024-12-05,Education,Skin same stage forward message.,107.61
76,2024-10-30,Utilities,Physical big region discuss order game seat.,492.35
76,2025-02-27,Miscellaneous,Full similar guess me crime time include.,431.78
76,2025-06-18,Entertainment,Remain choice available card entire opportunity.,7.93
76,2024-09-20,Clothing,Stuff exist whole mention.,360.86
76,2025-03-03,Dining,Billion last throughout Republican let challenge.,90.22
76,2025-05-22,Entertainment,Arrive course treatment fly tough into.,470.03
76,2025-05-31,Utilities,Message class win PM million this.,35.98
76,2025-05-29,Groceries,Suggest even place cultural dog theory anyone deal.,33.46
76,2025-03-19,Groceries,See by expect single attack thank.,394.7
77,2025-03-30,Clothing,Myself little TV act remember.,362.72
77,2024-10-07,Transport,Certainly spend back professor wide partner.,151.51
77,2025-01-02,Utilities,They fight fine establish institution go.,367.11
77,2025-09-06,Entertainment,Party machine large piece thing.,396.98
77,2025-04-07,Entertainment,Fund agent easy she try way need attention.,280.39
77,2025-09-04,Education,Attack partner magazine continue left second.,77.84
77,2025-06-26,Groceries,Beyond year manager rate true body teacher.,355.32
77,2025-06-03,Entertainment,Poor generation agency data far officer.,41.43
77,2025-02-02,Groceries,Specific full simply central company suffer particular.,83.47
77,2025-05-21,Miscellaneous,Among number prove.,9.64
77,2025-04-16,Dining,Get individual seek during price.,362.03
77,2025-07-22,Miscellaneous,Bill scientist lose choice.,90.45
77,2025-09-01,Healthcare,Media century institution work.,352.83
77,2024-12-21,Transport,Any responsibility the professional.,70.75
77,2024-11-15,Dining,Woman a window lose lot get happen.,315.09
77,2025-06-25,Transport,Pay movement drive carry air that.,470.96
78,2025-01-16,Rent,Air test leader hundred wife across source.,139.83
78,2025-06-12,Groceries,This record decide energy.,383.37
78,2025-03-19,Utilities,Game father make expert worker child.,319.1
78,2025-01-15,Dining,Music remember investment star worry other common consumer.,9.6
78,2025-03-10,Miscellaneous,Teach value call toward serve crime.,274.63
78,2025-04-25,Miscellaneous,Personal room hospital system.,274.14
78,2025-06-15,Rent,Item history career too.,64.8
78,2025-02-02,Groceries,Challenge traditional country remember travel.,256.07
78,2024-12-26,Transport,Million baby try heavy relate team.,398.67
78,2025-04-11,Clothing,Specific director officer too.,41.41
78,2025-08-19,Dining,Build do number leader.,212.87
78,2024-10-18,Miscellaneous,Effect environment spring forget generation college you.,244.64
78,2025-07-13,Dining,Science federal computer would around recognize still somebody.,406.56
78,2025-03-07,Utilities,Charge stand customer.,192.26
78,2024-10-11,Transport,Realize remember mention together prevent wall friend.,322.32
78,2024-10-18,Dining,Stay decide police with.,398.73
78,2025-06-29,Groceries,Forward occur process heavy tonight.,328.95
78,2024-10-12,Groceries,Public subject red point speech.,184.81
78,2025-02-25,Dining,Face future major interesting.,219.27
78,2025-04-26,Entertainment,Customer factor talk recently.,226.26
78,2025-07-13,Groceries,Follow we manage suffer crime less where sort.,198.5
78,2025-04-09,Miscellaneous,Experience able hold final.,91.15
79,2025-09-06,Healthcare,Site recognize mean process public person.,389.2
79,2025-05-27,Entertainment,Success water whatever likely six surface happy force.,111.19
79,2025-04-30,Miscellaneous,Well tell position paper itself everything rock.,362.61
79,2025-08-06,Rent,Those religious worry movie data old.,87.05
79,2025-06-08,Transport,Pretty specific response child feel western someone person.,59.38
79,2024-09-14,Rent,Challenge dinner commercial most.,44.35
79,2025-08-07,Clothing,Air light whose later.,173.25
79,2025-05-17,Transport,Father party price good short trial.,471.55
79,2025-05-24,Utilities,Become past option fast lawyer much.,31.35
79,2025-02-17,Healthcare,Stay moment teacher sing indeed my fill.,341.64
79,2024-12-13,Miscellaneous,Citizen big parent plant catch this eat.,5.47
79,2025-08-02,Healthcare,White class short national.,221.85
79,2024-11-15,Entertainment,Man walk technology child open significant move.,231.98
79,2025-07-16,Entertainment,Model deep significant most.,175.65
79,2024-12-09,Miscellaneous,Care test tell remember remain.,255.19
79,2025-02-16,Rent,Out condition travel floor under meeting best.,35.25
79,2025-03-13,Entertainment,Something car series part door.,450.46
79,2025-05-06,Dining,Line herself field adult measure culture capital throughout.,44.77
79,2025-08-12,Rent,Billion note many respond gas behind buy.,347.67
79,2025-04-22,Dining,Suffer tough class member threat kid ready.,402.02
80,2025-02-03,Entertainment,Trip practice example serious section any Republican establish.,63.75
80,2024-10-09,Dining,Child say above west.,258.49
80,2025-07-07,Rent,Else in program until drug.,495.18
80,2024-12-07,Transport,Structure especially would.,32.83
80,2024-12-23,Miscellaneous,Study kind myself truth or identify participant.,41.3
80,2025-05-11,Rent,Argue draw to city direction get west.,268.59
80,2025-01-30,Clothing,Air turn different mind.,467.41
80,2025-09-05,Transport,Exactly edge debate at lot other including.,316.91
80,2025-03-25,Healthcare,Establish left strong role deal.,153.01
80,2024-10-18,Utilities,Black data hold money nature particular same.,242.1
80,2024-09-26,Transport,Commercial live industry south.,449.5
80,2024-10-29,Education,Various knowledge person of you address they.,376.86
80,2024-12-07,Groceries,Mouth role two religious onto.,110.47
80,2025-05-09,Dining,Everything various threat focus cause.,366.2
80,2025-01-16,Clothing,Through particular cause short me along note.,151.4
80,2025-05-17,Utilities,Drug fish I continue.,75.96
80,2024-11-12,Transport,Writer continue statement generation serious like nor question.,28.41
80,2025-05-07,Entertainment,They success traditional red science red ok.,236.56
80,2025-03-16,Clothing,Air weight heart how boy.,459.47
80,2025-09-08,Rent,Information cover question image career.,422.7
80,2024-12-20,Dining,Within decision get behind program mind hot.,9.51
80,2024-11-27,Entertainment,Over room feeling special during opportunity national consider.,36.41
80,2025-05-20,Utilities,Explain news morning.,282.4
80,2025-02-28,Utilities,Budget PM citizen movie expect.,327.85
81,2025-06-18,Utilities,Article stand hand girl.,427.76
81,2025-02-03,Entertainment,Pick degree before writer evidence.,398.23
81,2024-10-27,Groceries,North so action into police.,368.24
81,2024-12-25,Education,Human scene nothing star rock standard focus.,110.42
81,2025-02-15,Utilities,Nation modern eye resource thus system.,100.42
81,2025-03-16,Groceries,Interesting year pass walk game.,214.76
81,2024-11-22,Clothing,Leave at them let.,244.12
81,2024-09-13,Clothing,Music language sport happen can today any.,249.18
81,2025-07-07,Dining,Treat eat site ball parent he throughout.,467.48
81,2024-09-30,Transport,Drug property when majority southern form.,103.77
81,2025-01-26,Entertainment,Believe moment from manager night whatever.,232.81
81,2025-01-30,Utilities,Beyond even civil maintain dream hope.,305.83
81,2024-11-08,Rent,Camera yeah anything threat.,127.18
81,2024-10-27,Rent,Budget quality away drug within.,315.44
81,2024-12-21,Healthcare,At agency music.,386.87
81,2024-11-19,Miscellaneous,High large traditional stage always now.,78.9
81,2025-01-31,Entertainment,Blue sister talk sell up.,58.24
81,2025-05-07,Education,Like good visit then matter stage.,238.59
81,2025-09-05,Entertainment,Small above attack expect process which.,56.27
81,2024-09-26,Miscellaneous,Character evidence lawyer information.,406.01
81,2025-02-25,Groceries,Per democratic consider shake.,93.37
81,2024-10-01,Clothing,Sing painting area.,164.09
81,2025-08-20,Groceries,Their do behavior television.,118.65
82,2025-08-03,Education,Continue specific when.,124.7
82,2025-01-22,Miscellaneous,Fact animal allow usually.,489.42
82,2025-04-09,Miscellaneous,Democrat speak situation research million.,210.48
82,2025-04-24,Clothing,House half have actually rather question charge.,184.09
82,2025-03-04,Groceries,Outside who space over.,394.57
82,2025-01-17,Entertainment,Mean her owner.,254.17
82,2025-03-23,Miscellaneous,Issue different machine.,56.44
82,2024-09-28,Dining,Realize agreement if director.,143.84
82,2025-05-20,Miscellaneous,Minute of everything choose yourself board note.,146.52
82,2025-05-02,Clothing,Budget my natural able build environment.,120.73
82,2025-05-14,Education,Despite may couple page quality crime.,54.21
82,2025-05-23,Education,Former style although before likely.,471.69
82,2024-12-11,Transport,Development born hundred perform.,140.51
82,2024-12-08,Rent,Skin also attorney.,484.81
82,2024-12-21,Groceries,Game certain pay drug minute special here oil.,105.71
82,2024-11-13,Utilities,Give unit prepare contain live plan.,221.01
